academicYear,term,termCode,courseCode,courseNumber,shortTitle,title,facultyDescription,subjectCode,subject,courseType,credits,creditUnvergraduate,creditGraduate,url,daysOfWeek,startTime,endTime,location,notes,description
2023,Fall,1,16797,1667,ANTH E-1667 Section 1 (16797),The Opioid Epidemic,"Jason Bryan Silverstein PhD, Lecturer on Global Health and Social Medicine and Co-Director, Master of Science in Media, Medicine, and Health Program, Harvard Medical School",ANTH,Anthropology and Archaeology,Flexible Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/ANTH/E-1667/1,Monday,17:30:00,19:30:00, ,"Flexible Attendance Web Conference.<br><br><br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","More people die every year from opioid overdoses than gunshot wounds and car accidents, and the crisis appears to be worsening and rapidly changing. Making matters worse, understanding the crisis in real time is notoriously difficult, especially since most who overdose do not go to hospitals and death certificates are often unreliable. And while everyone agrees something must be done, what that something is leads us into heated debates over health care spending and harm reduction. While most medical research focuses on the biology of disease, this course takes a biosocial approach to unmask how social factors, economic insecurity, and the availability of massive amounts of pharmaceuticals have become an overdose crisis. We read social scientists, journalists, public health scholars, and first-hand accounts in order to understand the chronic emergencies (such as de-industrialization and despair) behind this acute crisis. By investigating the opioid epidemic in this way, students are encouraged to think boldly and creatively beyond the traditional boundaries of medicine: perhaps someone's best medicine is a housing voucher, or a testing strip to detect fentanyl. By the end of the course, students understand the social roots of the opioid epidemic and how solutions may be implemented."
2023,Spring,2,26375,1690,ANTH E-1690 Section 1 (26375),Internet Folklore and Digital Storytelling,"Lowell A. Brower PhD, Lecturer in Extension, Harvard University",ANTH,Anthropology and Archaeology,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/ANTH/E-1690/1,Friday,14:00:00,16:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","Exploring the wild world wide web of informal vernacular culture being created, transmitted, and adapted by online communities, this course examines the powers, potentials, and peculiarities of internet folklore in relationship to community-building, political engagement, social change, and everyday negotiations of individual and group identity. On our digital journey, we encounter viral videos, meme warriors, urban legends, occult folk beliefs, disinformation campaigns, and viral challenges, while examining connections between contemporary online culture and ancient storytelling traditions. What new folk groups, storytelling genres, and political potentialities are arising as a result of online engagement? What are the creative, destructive, and ambivalent capacities of online participatory culture, and how are they being harnessed in projects of future-making? Course assignments invite students to research, analyze, and participate in digital storytelling in an attempt to better understand ourselves and our historical moment through folkloristic engagement."
2023,Fall,1,16985,1720,ANTH E-1720 Section 1 (16985),Magic Today: An Introduction to the Anthropology of Magic,"Giovanna Parmigiani PhD, Lecturer on Religion and Cultural Anthropology and Research Associate in Transcendence and Transformation, Center for the Study of World Religions, Harvard Divinity School",ANTH,Anthropology and Archaeology,Live Attendance Web Conference,4,0,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/ANTH/E-1720/1,Wednesday,18:30:00,20:30:00, ,"Live Attendance Web Conference.<br><br><br><br>Graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","What is magic? Is it different from religion? Is magic a way of knowing? In this course, we look at magic from an anthropological perspective. We focus, in particular, on contemporary magic in Europe and North America, addressing for example contemporary paganisms, Wicca, chaos magic, new age spirituality, and contemporary esotericism. By engaging with ethnographic works, students become acquainted with or deepen their knowledge of the main issues, traditions, debates, and research in the field of the anthropology of religion and of magic. Students analyze contemporary magic vis- -vis popular culture, feminism, globalization, medicine, social media, history, and well-being. They do so through ethnographic readings, films, music, arts, discussions, and independent research."
2023,Spring,2,26588,186,ANTH E-186 Section 1 (26588),We Are One: An Anthropological Introduction to Contemporary Spiritualities,"Giovanna Parmigiani PhD, Lecturer on Religion and Cultural Anthropology and Research Associate in Transcendence and Transformation, Center for the Study of World Religions, Harvard Divinity School",ANTH,Anthropology and Archaeology,Live Attendance Web Conference,4,0,1,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/ANTH/E-186/1,Thursday,20:10:00,22:10:00, ,"Live Attendance Web Conference.<br><br><br><br>Graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","What is spirituality? How is it different from religion? How is spirituality linked to well-being? In this course, we address some of the most widespread ideas and practices within contemporary spiritualities with an anthropological lens. We read scholarly work, for example, on astrology, Tarot, and divination; Reiki and energy healing; mediumship and near-death experiences; unidentified flying objects; and conspirituality. We discuss their relation to neoliberalism and material culture; their role in healing and in popular culture; and their connections with politics, time, environmentalism, the senses, and non-rational ways of knowing. We do so through ethnographic readings, films, music, arts, discussions, and independent research. By engaging with ethnographic works, students become acquainted with or deepen their knowledge of the main issues, traditions, debates, and research in the field of the anthropology of religion and spirituality."
2023,Spring,2,26062,115,APMA E-115 Section 1 (26062),Mathematical Modeling,"Zhiming Kuang PhD, Gordon McKay Professor of Atmospheric and Environmental Science, Harvard University",APMA,Applied Mathematics,Online,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/APMA/E-115/1,,,,,"Online.<br><br>Optional sections to be arranged.<br><br>The recorded lectures are from the Harvard Faculty of Arts and Sciences companion course Applied Mathematics 115.<br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","Mathematical models are ubiquitous, providing a quantitative framework for understanding, prediction, and decision making in nearly every aspect of life, ranging from the timing of traffic lights, to the control of the spread of disease, to resource management, to sports. They also play a fundamental role in all natural sciences and increasingly in the social sciences as well. This course provides an introduction to modeling through in-depth discussions of a series of examples, and hands-on exercises and projects that make use of a range of continuous and discrete mathematical tools.<br><br>Prerequisites: MATH E-21a and MATH E-21b or permission of instructor. Knowledge of some programming language is helpful, but not necessary, as we introduce Matlab to those with no previous experience. Students must have Matlab installed on their computers. Students proficient in Python are welcome to use that language instead of Matlab."
2023,Fall,1,13547,1,ARAB E-1 Section 1 (13547),Intensive Elementary Modern Standard Arabic I,"Muhammad A. Habib PhD, Preceptor in Arabic, Harvard University",ARAB,Arabic,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/ARAB/E-1/1,Tuesday Thursday,18:00:00,20:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Noncredit credit $1,500, undergraduate credit $2,040.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course is designed for students who have not previously studied Arabic and introduces the script, sounds, and basic grammar of the language. Emphasis is placed on developing proficiency in all four skills (reading, speaking, listening, and writing), as well as an understanding and appreciation of Arabic culture."
2023,Spring,2,23418,2,ARAB E-2 Section 1 (23418),Intensive Elementary Modern Standard Arabic II,"Muhammad A. Habib PhD, Preceptor in Arabic, Harvard University",ARAB,Arabic,Live Attendance Web Conference,4,1,0,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/ARAB/E-2/1,Tuesday Thursday,18:00:00,20:00:00, ,"Live Attendance Web Conference.<br><br><br><br>Noncredit credit $1,500, undergraduate credit $2,040.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course is the continuation of ARAB E-1 and is designed to reinforce and build upon what has been covered during the first semester. This is a proficiency-based course; emphasis is placed on the development of reading, listening, speaking, and writing skills for the purpose of communicative goals. These technical aspects are acquired through the context of Arab cultures. By the end of this course, students are able to communicate about everyday situations, both verbally and in writing; understand the use of basic grammatical structures; acquire an understanding of fundamental cultural values, practices, and perspectives of native speakers of Arabic; develop productive listening skills; and enjoy using the language creatively. <br><br>Prerequisites: ARAB E-1 or the equivalent."
2023,Spring,2,26439,8,ASTR E-8 Section 1 (26439),"The Emergence of Space and Time, Light and Matter: How Our Galaxy, Our Sun, and Our Earth Came to Be","Alessandro Massarotti PhD, Associate Professor of Physics, Stonehill College and Associate of the Department of Astronomy, Harvard University",ASTR,Astronomy,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/ASTR/E-8/1,Thursday,17:10:00,19:10:00, ,"Live Attendance Web Conference.<br><br><br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","From the birth of our universe, 14 billion years ago, the explosion of space into existence which led to the Big Bang, our knowledge is only recently beginning to give us more fundamental answers about our physical existence. In this course, we discuss how the expanding cosmos gave rise to galaxies, how stars are born and die, and how planets form. We explore black holes, neutron stars, and other mysterious states of matter. Students learn about the most recent developments in the field of astronomy, including the discovery of gravity waves coming from merging neutron stars and the first images from the huge black hole at the center of our galaxy. We look into the mystery of symmetry in the cosmic laws and explore the possible existence of portals between far away times and locations, wormholes. We delve into the near future of telescopic exploration, such as the Webb Telescope and many other upcoming space missions."
2023,Fall,1,16972,80,ASTR E-80 Section 1 (16972),"Planets, Moons, and Their Stars: The Search for Life in the Cosmos","Alessandro Massarotti PhD, Associate Professor of Physics, Stonehill College and Associate of the Department of Astronomy, Harvard University",ASTR,Astronomy,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/ASTR/E-80/1,Thursday,17:10:00,19:10:00, ,"Live Attendance Web Conference.<br><br><br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","Astrobiology, the subject of this course, is a new discipline born out of the convergence of all scientific inquiry currently under way on the question of the origin and development of life here on Earth and potentially elsewhere in the Universe. Recent advances in planetary exploration, astronomy, geochemistry, and biochemistry are leading to a revolution in our ideas on the emergence of life on our own planet and the likelihood of finding life outside the Earth. In particular, much is being learned about Mars and Venus because of the many recent and ongoing space missions. Spectacular data from Jupiter's and Saturn's moons, like Titan, Europa, and Enceladus, show that these moons may become possible targets of future searches for life in our solar system. Geochemists are finding more and more intriguing clues about the Earth's past by analyzing rocks dating from the very first period after the Earth's formation, thus providing a fundamentally new context for research on the transition between chemistry and primordial life. And astronomers have been recently successful in searching for planets around other stars. Searches for extra-solar planets are currently under way and are leading to the discovery of Earth-like planets around solar-type stars.<br><br>Prerequisites: High School algebra. Some chemistry and physics background useful but not necessary."
2023,Fall,1,14563,10,BIOS E-10 Section 1 (14563),Introduction to Biochemistry,"Robin Lynn Haynes PhD, Principal Associate in Pathology, Boston Children's Hospital, Harvard Medical School - Roopali Roy PhD, Instructor in Surgery, Boston Children's Hospital, Harvard Medical School",BIOS,Biological Sciences,On campus only,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/BIOS/E-10/1,Friday,18:00:00,20:00:00,Science Center C,"On campus only.<br><br>Required sections for graduate-credit students, optional sections for undergraduate-credit students to be arranged.<br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course provides an overview of the main aspects of biochemistry by relating molecular interactions to their effects on the organism as a whole, especially as related to human biology. The organization of macromolecules is addressed through a discussion of their hierarchical structure, and a study of their assembly into complexes responsible for specific biological processes. Topics addressing protein function include enzyme kinetics, the characterization of major metabolic pathways, and their interconnection into tightly regulated networks.<br><br>Prerequisites: Introductory biology and chemistry."
2023,Spring,2,24316,10,BIOS E-10 Section 1 (24316),Introduction to Biochemistry,"Robin Lynn Haynes PhD, Principal Associate in Pathology, Boston Children's Hospital, Harvard Medical School - Roopali Roy PhD, Instructor in Surgery, Boston Children's Hospital, Harvard Medical School",BIOS,Biological Sciences,Flexible Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/BIOS/E-10/1,Friday,17:30:00,19:30:00, ,"Flexible Attendance Web Conference.<br><br>Required sections for graduate-credit students, optional sections for undergraduate-credit students to be arranged.<br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course provides an overview of the main aspects of biochemistry by relating molecular interactions to their effects on the organism as a whole, especially as related to human biology. The organization of macromolecules is addressed through a discussion of their hierarchical structure, and a study of their assembly into complexes responsible for specific biological processes. Topics addressing protein function include enzyme kinetics, the characterization of major metabolic pathways, and their interconnection into tightly regulated networks.<br><br>Prerequisites: Introductory biology and chemistry."
2023,Spring,2,26711,107,BIOS E-107 Section 1 (26711),Introduction to Medical Neuroscience,"Daniel L. Roe PhD, Lecturer on Oral Medicine, Infection, and Immunity, Part-time, Harvard School of Dental Medicine",BIOS,Biological Sciences,Online or On Campus,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/BIOS/E-107/1,Tuesday,17:40:00,19:40:00,Tosteson Medical Ed Center 227,"Online or On Campus.<br><br>Required sections for graduate-credit students, optional sections for undergraduate-credit students to be arranged.<br><br>This course meets on the Longwood campus.<br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course presents students with an introduction to the major topics in neurological injury and disease. The student is introduced to the signs, symptoms, and underlying causes of a variety of conditions. Specific topics discussed include aneurysms, Parkinson's disease, Huntington's disease, Alzheimer's disease, vascular dementia, prosopagnosia, aphasia, contralateral neglect, neuropathy, meningioma, acoustic schwannoma, epidural and subdural hematoma, and pituitary tumor among others. Emphasis is on the neuroanatomical basis of injury and disease, and how this informs our understanding.<br><br>Prerequisites: Some background in basic biology is helpful."
2023,Fall,1,16967,11,BIOS E-11 Section 1 (16967),Medical Terminology,"Jennifer A. Carr PhD, Lab Instructor, Salem State University",BIOS,Biological Sciences,Flexible Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Fall%20Term%202023%20-%20Full%20Term/BIOS/E-11/1,Monday,17:10:00,19:10:00, ,"Flexible Attendance Web Conference.<br><br><br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","This course teaches the medical terminology and vocabulary used by individuals working in healthcare setting. The focus of this course is on medical and clinical terminology relating to human anatomy and physiology from an organ system perspective. An emphasis is placed on those terms relating to the clinical diagnosis and pathophysiology of disease states. Students also learn how to use prefixes, suffixes and word roots to determine the meaning of new terms. Common short hand used in the medical field such as acronyms and abbreviations are also covered."
2023,Spring,2,26553,118,BIOS E-118 Section 1 (26553),Deep Sea Biology,"Peter Girguis PhD, Professor of Organismic and Evolutionary Biology, Harvard University",BIOS,Biological Sciences,Live Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/BIOS/E-118/1,Wednesday,15:00:00,17:00:00, ,"Live Attendance Web Conference.<br><br>Optional sections to be arranged.<br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","The oceans contain 97 percent of the Earth's water, and host the most disparate ecosystems on the planet. This course provides an introduction to deep sea ocean habitats, animals, and microorganisms. Emphasis is placed on the physiological adaptations of organisms to their environment, as well as the role of microorganisms in mediating ocean biogeochemical cycles."
2023,Spring,2,22965,12,BIOS E-12 Section 1 (22965),Principles and Techniques of Molecular Biology,"Alain Viel PhD, Senior Lecturer on Molecular and Cellular Biology, Harvard University",BIOS,Biological Sciences,Flexible Attendance Web Conference,4,1,1,https://harvard.simplesyllabus.com/en-US/syllabus/Spring%20Term%202024%20-%20Full%20Term/BIOS/E-12/1,Tuesday,19:40:00,21:40:00, ,"Flexible Attendance Web Conference.<br><br>Required labs Thursdays, 7:40-9:40 pm. See syllabus for specific schedule.<br><br>Noncredit credit $1,500, undergraduate credit $2,040, graduate credit $3,220.<br><br>See <a href=""http://www.extension.harvard.edu"">http://www.extension.harvard.edu</a>","The course addresses both the fundamental principles and techniques of molecular biology. Students gain an in-depth knowledge of nucleic acid structure, molecular genetics, and the biochemistry of transcription and protein synthesis. Other topics include how mechanisms of gene regulation play a role in retroviral pathogenesis and embryonic development. Each lecture directly relates molecular biology to current laboratory techniques. Virtual laboratory sessions, using LabXchange, a free Harvard educational platform are included, These virtual laboratory sessions provide students with a broad exposure to several important techniques in molecular biology. Virtual experiments include current approaches to mutation analysis, protein interaction assays, and recombinant cDNA cloning by PCR.<br><br>Prerequisites: BIOS E-1a (offered previously), BIOS E-1ax, or the equivalent."
